agendaCode,title,day,startTime,endTime,hall,format,track,topics,accessType,isClosedDoor,description,speakerNames,speakersWithTitles,hostNames,hostsWithTitles,status,withdrawnDetectedAt,sourceUrl,lastSeenAt,documentId,year,recordId
A0672,Financial Inclusion After the First Billion Users: What Comes Next?,2026-09-09,13:10,13:50,Hall 204 A&B,Panel Discussion,"Financial Inclusion, Inclusive Growth, Digital Access",Financial Inclusion;Inclusive Growth;Digital Access,public,false,"The first wave of financial inclusion focused on expanding access to bank accounts and digital payments. The next challenge is ensuring meaningful and sustained financial participation. As digital infrastructure matures, the focus must shift toward products and services that address the needs of women, migrant workers, gig workers, micro-enterprises, and other underserved communities. This session will explore how AI, Digital Public Infrastructure, cross-border payment networks, and innovative business models can deepen financial inclusion by driving active usage, improving financial well-being, and creating measurable economic impact beyond account ownership.",Sandeep Chagger,"Sandeep Chagger, Managing Director, Peach Payments",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,3befc073-c9d2-4669-aa33-62f3ea8653fc,2026,6a7c768116afc6a8747c99c5
A0551,The Future of GCCs: Design Thinking for the Next Generation of Financial Innovators,2026-09-09,13:15,13:55,Cube,Masterclass,"Design Thinking, GCC Innovation, Future Skills",Design Thinking;GCC Innovation;Future Skills,public,false,"As Global Capability Centers (GCCs) evolve into strategic hubs for innovation, AI, and financial engineering, they are redefining the future of work in the financial services industry. This interactive masterclass explores how Design Thinking empowers young professionals to solve complex business problems, create customer-centric financial solutions, and drive innovation at scale. Participants will discover the mindset, skills, and tools required to thrive in modern GCCs, where technology, creativity, and business strategy converge. Through real-world examples, collaborative activities, and practical insights, the session will equip aspiring professionals to become the next generation of innovators shaping intelligent financial enterprises.",Vijayakumar Bharathi S,"Vijayakumar Bharathi S, Professor, Symbiosis Centre for Information Technology",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,1f30d95c-7424-4d3c-a650-e8bfc8dc8685,2026,6a7c768116afc6a8747c99c6
A0884,Building Real-Time AI Decision Engines,2026-09-09,13:15,13:55,Hall 103,Panel Discussion,Technical Session,Technical Session,public,false,"AI systems supporting instant payments, lending, and risk decisions.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4fa4af19-6a29-48b5-bde1-dcc7da591ef6,2026,6a7c768116afc6a8747c99c7
A0904,AI Guardrails: Building Safe Financial AI Systems,2026-09-09,13:15,13:55,Hall 202,Panel Discussion,"AI Guardrails, Financial AI, Risk Mitigation",AI Guardrails;Financial AI;Risk Mitigation,public,false,"As AI systems move into production across financial services, robust guardrails are essential to ensure safety, reliability and trust. This technical session will explore how institutions can manage hallucinations, enforce policies, prevent misuse and reduce operational, compliance and customer risks in AI-led workflows. The discussion will examine practical approaches to model monitoring, prompt controls, validation layers, human oversight, explainability, audit trails and governance frameworks for building safe financial AI systems.",Sandeep Agarwal;Rajasundaram Sudarshan;Vinay Kumar,"Sandeep Agarwal, CTO - Security, India and South Asia, Cisco;Rajasundaram Sudarshan, Co-founder & COO, CreditMantri;Vinay Kumar, Founder & CEO, Arya.ai",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,efe2a063-c3a8-4da9-bb22-a16a04c76a6b,2026,6a7c768116afc6a8747c99c8
A1023,Programmable Money: When Payments Become Intelligent & Context Aware,2026-09-09,13:15,13:55,Hall 206 A&B,Panel Discussion,,,public,false,"Programmable payments unlock new logic at the transaction layer. Leaders discuss smart routing, conditional payments, embedded compliance, and orchestration across ecosystems.",Deep Agrawal;Vikash Jalan;Shweta Bajpai,"Deep Agrawal, Head of Payments, PhonePe;Vikash Jalan, Chief Operation Officer, Paytm;Shweta Bajpai, Group Director - Financial Services, Media, Travel and Real Estate, Meta",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,09675b1d-ed24-4a3b-b31b-666b525395f1,2026,6a7c768116afc6a8747c99c9
A1102,Building the Next PhonePe: AI & Product Innovation Roadmap,2026-09-09,13:20,13:50,Lotus 2,Product Launch,"AI Innovation, Product Leadership, Digital Finance",AI Innovation;Product Leadership;Digital Finance,public,false,"PhonePe has been at the forefront of India's digital payments revolution, building products that serve hundreds of millions of users at scale. This session will provide an inside look at the company's product innovation journey and how AI, data, and customer-centric design are shaping the next generation of financial services. The discussion will explore the principles behind building scalable digital platforms, fostering a culture of innovation, and creating AI-native products that can power the future of India's fintech ecosystem.",Sameer Nigam;Rahul Chari,"Sameer Nigam, Founder & CEO, PhonePe;Rahul Chari, Founder & CTO, PhonePe",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,6692cb19-43da-49d8-9b4d-64ecf84df27e,2026,6a7c768116afc6a8747c99ca
A0746,Beyond Bill Payments: Building India's Digital Collection Ecosystem,2026-09-09,13:30,14:10,Hall 205 A&B,Panel Discussion,"Digital Collections, B2B Payments",Digital Collections;B2B Payments,public,false,"India's digital collections ecosystem is rapidly evolving beyond traditional bill payments to enable loan repayments, enterprise receivables, merchant collections, insurance premiums, subscription mandates, education fees, and government payments. As banks, lenders, fintechs, payment providers, and businesses build interoperable collections infrastructure, the next phase of growth will be driven by automation, real-time reconciliation, intelligent collections, embedded payment experiences, and seamless interoperability. This session explores how industry leaders are building a scalable, secure, and inclusive digital collections ecosystem that improves collection efficiency, enhances customer experience, and powers the future of digital commerce.",Pravin Kumar Sharma;Rohit Mahajan;Sainath Pillai;Tejas Maniar,"Pravin Kumar Sharma, Founder & CEO, Futuretek Commerce (GetePay);Rohit Mahajan, Founder & CEO, Plutos One Technology;Sainath Pillai, Product Head, Sarvatra Technologies;Tejas Maniar, Chief Digital & Liabilities Officer, Fino Payments Bank",Akshat Birla,"Akshat Birla, Founder & CEO, BharatNXT",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,d788143f-75c9-4b01-bd39-cbe345f7905f,2026,6a7c768116afc6a8747c99cc
A0924,"Inside the Payments Engine Room: Scaling Speed, Reliability & Innovation",2026-09-09,13:30,14:10,The Studio,Panel Discussion,,,public,false,"Inside the Payments Engine Room: Scaling Speed, Reliability & Innovation",Manas Mishra;Rakesh Purohit;Saurabh Drolia,"Manas Mishra, Chief Product Officer, PayU Payments;Rakesh Purohit, Global Product Head of Cross Currency Payments & Solutions, J.P. Morgan;Saurabh Drolia, Director of Product Management, Google",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,596f66ce-5856-424a-bd54-bb918293c275,2026,6a7c768116afc6a8747c99cd
A1058,"Frictionless Trust: Balancing Security, Compliance, and Customer Experience in India’s Digital Financial Ecosystem",2026-09-09,13:30,15:30,Hall 102,Roundtable,,,invite-only,true,"As India’s BFSI ecosystem accelerates toward digital-first services, institutions face a dual challenge: enabling seamless customer onboarding while countering increasingly sophisticated fraud. With innovations like digital identity frameworks (Aadhaar, CKYC), silent verification technologies, and phone-based identity intelligence, the sector is entering a new era of secure yet frictionless transactions. This panel brings together leaders from banking, fintech, telecom, and cybersecurity to discuss how emerging technologies can redefine trust, reduce fraud, and enhance customer experience without compromising privacy and compliance. Separately",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,126b96fd-ac0c-47ae-9843-474e62e0bdd4,2026,6a7c768116afc6a8747c99cb
A0289,From Financial Inclusion to Financial Empowerment: The Next Chapter of India's Digital Transformation,2026-09-09,13:35,14:05,Jasmine 3,Fireside Chat,"Financial Empowerment, Digital Public Infrastructure, Inclusive Banking",Financial Empowerment;Digital Public Infrastructure;Inclusive Banking,public,false,"India has demonstrated how digital public infrastructure can transform access to financial services at unprecedented scale. The next challenge is moving beyond access towards financial empowerment. This keynote will explore how banks, technology, and policy can work together to deliver credit, savings, investments, protection, and opportunity to every citizen while maintaining trust, stability, and consumer confidence.",Debadatta Chand,"Debadatta Chand, Managing Director & CEO, Bank of Baroda",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,5ae406b0-c9b1-4df0-b5d0-d8757262b766,2026,6a7c768116afc6a8747c99ce
A0690,Driving Sovereignty and Proliferation of New Payment Methods – A Central Bank Perspective,2026-09-09,13:40,14:20,The Grand Theatre,Panel Discussion,"Payment Sovereignty, Central Banking, Payment Innovation",Payment Sovereignty;Central Banking;Payment Innovation,public,false,"Central banks are prioritizing payments sovereignty by promoting domestic infrastructures (like real-time payment systems) to reduce reliance on global networks and improve resilience, oversight, and data control. At the same time, the rapid proliferation of new payment methods (wallets, BNPL, fintech rails) requires regulators to balance innovation with financial stability, interoperability, and consumer protection.",Alexandre Stervinou;Kisukyabo Simwaka;Marco Massarenti;Tom David Mutton,"Alexandre Stervinou, Director Currency and Retail Payments, Banque de France;Kisukyabo Simwaka, Deputy Governor - Operations, Reserve Bank of Malawi;Marco Massarenti, Adviser, European Central Bank;Tom David Mutton, Executive Director, Bank of England",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,29871369-ed67-4f44-88e8-db0c4f15640f,2026,6a7c768116afc6a8747c99d0
A1033,The Future of Market Infrastructure in the Age of Tokenisation of Securities,2026-09-09,13:45,14:25,Lotus 1,Panel Discussion,"Tokenisation, Securities, Market Infrastructure","Tokenisation;Securities, Market Infrastructure",public,false,"Explores how tokenisation could reshape exchanges, clearing corporations, and settlement systems — and what regulatory frameworks are needed to enable this transition safely. How regulators (including SEBI) can align with global frameworks while enabling domestic innovation in tokenised assets.",Prashant Vagal;Vishal Anand Kanvaty;Rishi Kapoor;Nilesh Lodaya,"Prashant Vagal, Chief Operating Officer, NSDL;Vishal Anand Kanvaty, Chief Technology Officer, National Payments Corporation of India;Rishi Kapoor, Executive Director, Head of Technology & Operations, Asia Securities Industry & Financial Markets Association;Nilesh Lodaya, Chief Business Officer, Central Depository Services (India) Limited",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,0cbdd510-88fc-43b3-90e5-f556fd13c573,2026,6a7c768116afc6a8747c9a2c
A0744,The Future of Cross-Border Treasury: Powering the Next Generation of Global Payments,2026-09-09,13:55,14:35,Hall 204 A&B,Panel Discussion,"Cross-Border, ISO 20022, API Banking",Cross-Border;ISO 20022;API Banking,public,false,"As global commerce becomes increasingly real time, treasury functions are evolving from back-office operations into strategic enablers of international business. API-native treasury platforms, virtual accounts, multi-currency liquidity management, and intelligent FX solutions are helping banks, fintechs, and businesses optimise working capital while reducing settlement friction. This session explores how modern treasury infrastructure is transforming cross-border payments, liquidity, and cash management for the next generation of global commerce.",Amit Talwar;Nikita Tambday,"Amit Talwar, Chief Executive Officer, Kanji Forex Pvt. Ltd.;Nikita Tambday, Head of Product, Treasury Services, J.P. Morgan",Vijay Ramakrishnaiyer Mani,"Vijay Ramakrishnaiyer Mani, Partner, Deloitte Touche Tohmatsu India LLP",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4352e854-d9c1-439f-8e0e-d0e536a50b6f,2026,6a7c768116afc6a8747c99d1
A1123,Connecting Economies through Digital Payments: India’s Global Opportunity,2026-09-09,13:55,14:35,Lotus 2,Panel Discussion,"Cross-Border Payments, Digital Payments, Global Connectivity",Cross-Border Payments;Digital Payments;Global Connectivity,public,false,"Digital payments are reshaping global commerce by making cross-border transactions faster, more secure, and more inclusive. With the success of UPI and India's Digital Public Infrastructure, India has a unique opportunity to power the next generation of interoperable payment networks worldwide. This session will explore how partnerships between governments, payment networks, financial institutions, and global stakeholders can accelerate cross-border connectivity, expand merchant acceptance, and position India as a trusted leader in the future of global digital payments.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,a549159f-203e-4440-97ad-28bab304844c,2026,6a7c768116afc6a8747c99d2
